0    ,age,two_year_recid,c_charge_degree,race            ,sex   ,priors_count,length_of_stay,score
6688 ,42 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
10045,21 ,1             ,M              ,African-American,Male  ,0           ,1             ,1
5740 ,31 ,1             ,M              ,African-American,Male  ,9           ,0             ,1
6268 ,28 ,0             ,F              ,African-American,Female,0           ,0             ,1
3958 ,44 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
10729,33 ,1             ,F              ,African-American,Male  ,0           ,0             ,1
4871 ,51 ,1             ,F              ,Other           ,Male  ,3           ,13            ,1
3952 ,37 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
1173 ,41 ,1             ,F              ,African-American,Male  ,8           ,0             ,1
6317 ,36 ,1             ,F              ,Other           ,Male  ,9           ,19            ,1
8667 ,35 ,1             ,F              ,African-American,Male  ,16          ,191           ,0
10844,30 ,1             ,F              ,Other           ,Male  ,4           ,4             ,0
9875 ,31 ,1             ,F              ,African-American,Male  ,3           ,-1            ,1
9935 ,24 ,1             ,F              ,African-American,Male  ,15          ,2             ,0
9888 ,39 ,0             ,F              ,African-American,Male  ,8           ,40            ,1
10621,23 ,1             ,F              ,Other           ,Male  ,6           ,84            ,0
5994 ,21 ,1             ,F              ,African-American,Female,0           ,1             ,0
3299 ,29 ,1             ,F              ,African-American,Male  ,3           ,1             ,1
4425 ,38 ,0             ,M              ,Other           ,Male  ,1           ,0             ,1
6337 ,51 ,0             ,F              ,African-American,Male  ,14          ,7             ,1
4598 ,29 ,0             ,F              ,African-American,Male  ,5           ,2             ,0
4587 ,36 ,1             ,M              ,Other           ,Male  ,0           ,5             ,1
7560 ,25 ,1             ,F              ,Other           ,Male  ,3           ,19            ,1
390  ,27 ,0             ,F              ,African-American,Male  ,4           ,0             ,1
4932 ,47 ,1             ,F              ,African-American,Male  ,3           ,39            ,0
8104 ,42 ,0             ,F              ,African-American,Female,16          ,24            ,1
987  ,30 ,1             ,F              ,African-American,Male  ,8           ,1             ,0
8696 ,35 ,0             ,F              ,Other           ,Male  ,4           ,169           ,1
8143 ,45 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
7853 ,41 ,1             ,M              ,African-American,Male  ,3           ,2             ,1
4082 ,24 ,1             ,F              ,Other           ,Male  ,0           ,36            ,1
4820 ,62 ,1             ,F              ,African-American,Male  ,13          ,1             ,0
2316 ,53 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
3757 ,37 ,1             ,F              ,Other           ,Male  ,1           ,0             ,1
4267 ,49 ,1             ,M              ,Other           ,Male  ,0           ,1             ,1
7821 ,30 ,0             ,F              ,Other           ,Male  ,1           ,1             ,0
2530 ,20 ,1             ,F              ,African-American,Male  ,0           ,1             ,1
4360 ,51 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
6870 ,32 ,0             ,F              ,Other           ,Male  ,11          ,141           ,0
7536 ,39 ,0             ,F              ,Other           ,Male  ,1           ,1             ,1
5867 ,31 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
1196 ,31 ,0             ,M              ,Other           ,Male  ,0           ,5             ,1
5877 ,35 ,0             ,F              ,African-American,Male  ,8           ,239           ,0
2176 ,42 ,1             ,M              ,Other           ,Male  ,1           ,0             ,1
7786 ,28 ,0             ,F              ,African-American,Male  ,2           ,31            ,1
8062 ,51 ,1             ,F              ,African-American,Male  ,15          ,34            ,0
9467 ,22 ,1             ,F              ,African-American,Male  ,0           ,2             ,1
1691 ,25 ,0             ,M              ,Other           ,Male  ,4           ,1             ,0
5539 ,29 ,1             ,F              ,African-American,Male  ,6           ,35            ,0
2507 ,28 ,0             ,M              ,African-American,Male  ,5           ,1             ,1
7037 ,26 ,1             ,F              ,African-American,Male  ,6           ,4             ,0
7240 ,33 ,0             ,M              ,African-American,Male  ,4           ,1             ,1
2093 ,33 ,0             ,M              ,Other           ,Female,0           ,0             ,1
4967 ,32 ,1             ,F              ,African-American,Male  ,10          ,3             ,1
2297 ,21 ,1             ,F              ,Other           ,Male  ,5           ,1             ,0
6606 ,43 ,0             ,F              ,African-American,Male  ,0           ,3             ,1
9956 ,50 ,1             ,F              ,African-American,Male  ,4           ,0             ,1
3671 ,34 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
10626,46 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
4088 ,35 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
3782 ,32 ,1             ,F              ,African-American,Male  ,16          ,0             ,0
5358 ,26 ,1             ,M              ,African-American,Male  ,0           ,0             ,1
6193 ,42 ,0             ,M              ,African-American,Male  ,1           ,7             ,1
6048 ,31 ,0             ,F              ,African-American,Male  ,6           ,0             ,0
1833 ,24 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
1125 ,34 ,1             ,F              ,African-American,Male  ,10          ,2             ,1
9868 ,32 ,0             ,M              ,African-American,Male  ,1           ,115           ,0
5728 ,30 ,0             ,F              ,African-American,Female,1           ,0             ,1
1049 ,53 ,0             ,F              ,Other           ,Male  ,2           ,0             ,1
9960 ,25 ,0             ,M              ,African-American,Female,0           ,0             ,1
9378 ,25 ,1             ,F              ,Other           ,Female,2           ,0             ,0
7292 ,35 ,0             ,F              ,African-American,Female,13          ,2             ,0
1553 ,51 ,1             ,F              ,Other           ,Male  ,0           ,1             ,1
1282 ,21 ,0             ,F              ,African-American,Male  ,1           ,2             ,0
8522 ,25 ,1             ,F              ,Other           ,Male  ,10          ,7             ,0
4161 ,54 ,1             ,M              ,African-American,Male  ,0           ,0             ,1
10035,53 ,0             ,F              ,African-American,Female,0           ,1             ,1
10617,45 ,1             ,M              ,Other           ,Male  ,4           ,4             ,1
8147 ,32 ,1             ,F              ,African-American,Male  ,17          ,112           ,0
5476 ,23 ,1             ,M              ,Other           ,Male  ,0           ,0             ,1
2985 ,50 ,1             ,F              ,Other           ,Male  ,0           ,0             ,1
6573 ,25 ,1             ,F              ,Other           ,Male  ,0           ,20            ,1
2951 ,25 ,0             ,F              ,African-American,Male  ,0           ,7             ,1
3320 ,24 ,0             ,F              ,Other           ,Male  ,0           ,2             ,1
6230 ,45 ,0             ,M              ,Other           ,Female,0           ,0             ,1
